sample_id	Bin ID	Mapped genome	Purity (bp)	Completeness (bp)	Predicted size (bp)	True positives (bp)	True size (bp)	Purity (seq)	Completeness (seq)	Predicted size (seq)	True positives (seq)	True size (seq)
pool	16	1286_V	0.5704152332166962	0.9975549715057224	10605823	6049723	6064551.0	0.09401709401709402	0.5	117	11	22.0
pool	223	1220_N	0.9989798002076933	0.9975468109631496	3667909	3664167	3673178.0	0.8571428571428571	0.46153846153846156	7	6	13.0
pool	270	1036686	0.2246402148962542	0.9974131013058622	20388629	4580106	4591985.0	0.1956521739130435	0.9	230	45	50.0
pool	171	1021_O	0.22367293581966682	0.997183147080051	29007640	6488224	6506552.0	0.15384615384615385	0.6111111111111112	143	22	36.0
pool	243	1036599	0.9801637736656132	0.9971628398452373	4395090	4307908	4320165.0	0.6521739130434783	0.6818181818181818	23	15	22.0
pool	88	1286_AU	0.9887476484228026	0.9971116602625956	4571400	4519961	4533054.0	0.8461538461538461	0.5	13	11	22.0
pool	27	1286_AE	0.23790413898148546	0.9970901981336563	19768849	4703091	4716816.0	0.19883040935672514	0.7727272727272727	171	34	44.0
pool	144	1036617	0.9752079410449884	0.9969529379342436	2952760	2879555	2888356.0	0.8695652173913043	0.8333333333333334	23	20	24.0
pool	220	1021_AI	0.15661466806875315	0.9969093502588839	32790179	5135423	5151344.0	0.10897435897435898	0.6666666666666666	312	34	51.0
pool	190	1220_AH	0.9969537239159156	0.9965261840231627	4342351	4329123	4344214.0	0.9210526315789473	0.7291666666666666	38	35	48.0
pool	3	1048762	0.9651059836781616	0.9964204384413148	3380379	3262424	3274144.0	0.5945945945945946	0.88	37	22	25.0
pool	242	1049008	0.5161012640451265	0.9962659283094535	9997507	5159726	5179065.0	0.5113636363636364	0.8035714285714286	88	45	56.0
pool	161	1021_AC	0.08818922722328687	0.9962471376048938	62045322	5471729	5492341.0	0.088	0.6285714285714286	250	22	35.0
pool	2	1220_AM	0.9282445512833605	0.9961512216291408	3672195	3408695	3421865.0	0.45714285714285713	0.64	35	16	25.0
pool	0	1036623		0.9961457462842476	2184449	2136119	2144384.0		0.8888888888888888	27	24	27.0
pool	39	1139_AO	0.9996264552641404	0.996121419729086	5351434	5349435	5370264.0	0.967741935483871	0.6	31	30	50.0
pool	14	1030821	1.0	0.9960386204075571	4090885	4090885	4107155.0	1.0	0.9420289855072463	65	65	69.0
pool	259	1286_CF	0.9995539600434529	0.995997698138785	4031029	4029231	4045422.0	0.9375	0.625	16	15	24.0
pool	48	1030872	0.9940281989103418	0.9957092228752713	4756354	4727950	4748324.0	0.9130434782608695	0.7777777777777778	23	21	27.0
pool	183	1036770	0.9981165778453686	0.9956031460740274	2305378	2301036	2311198.0	0.9655172413793104	0.9545454545454546	87	84	88.0
pool	79	1049071	0.999513762717014	0.9954757604010029	4950258	4947851	4970338.0	0.96875	0.7948717948717948	32	31	39.0
pool	276	1139_BT	0.49959474214964383	0.995281987734241	10398318	5194945	5219571.0	0.4666666666666667	0.42424242424242425	30	14	33.0
pool	127	1030791	0.581532372653614	0.9951453978873412	7303093	4246985	4267703.0	0.38235294117647056	0.7647058823529411	34	13	17.0
pool	65	1036710	0.29522422438405915	0.9949925743031531	16784080	4955067	4980004.0	0.245	0.7777777777777778	200	49	63.0
pool	234	1139_AR	0.614493753776741	0.9949487952932143	7456826	4582173	4605436.0	0.36283185840707965	0.6949152542372882	113	41	59.0
pool	213	1048990	1.0	0.9949468314941751	3258229	3258229	3274777.0	1.0	0.6818181818181818	15	15	22.0
pool	246	1285_M	0.37136429382974534	0.994756414301919	13930203	5173180	5200449.0	0.38181818181818183	0.65625	110	42	64.0
pool	165	1220_BA	0.21636980303939127	0.9939864562346094	29550325	6393798	6432480.0	0.216	0.5869565217391305	125	27	46.0
pool	41	1035975	0.9963887042484528	0.993978493802336	6268941	6246302	6284142.0	0.8947368421052632	0.7846153846153846	57	51	65.0
pool	177	1049080	0.9997328486530832	0.9938798737028482	6075208	6073585	6110985.0	0.9545454545454546	0.7241379310344828	22	21	29.0
pool	104	1285_BT	1.0	0.9937787651840876	5184355	5184355	5216810.0	1.0	0.5526315789473685	21	21	38.0
pool	8	1030965	0.5156486690544206	0.9935576332434352	9181292	4734321	4765019.0	0.7142857142857143	0.859375	77	55	64.0
pool	180	1365_E	0.27371428767619294	0.9935358356094836	18932015	5181963	5215678.0	0.2463768115942029	0.5862068965517241	138	34	58.0
pool	70	1286_E	0.5414153024340425	0.9934030836295462	10546283	5709919	5747837.0	0.5584415584415584	0.5657894736842105	77	43	76.0
pool	23	1139_BG	0.9877295650575049	0.9933511819350039	5797594	5726455	5764784.0	0.8529411764705882	0.5	34	29	58.0
pool	137	1048774	0.9915288780461753	0.9933393921788397	3969486	3935860	3962251.0	0.7777777777777778	0.8076923076923077	27	21	26.0
pool	206	1287_Y	0.295827802244235	0.9929855905022257	13534857	4003987	4032271.0	0.15625	0.625	128	20	32.0
pool	69	1048855	0.9987121390974698	0.9928270159744841	4710136	4704070	4738056.0	0.9090909090909091	0.6896551724137931	22	20	29.0
pool	113	1036761	0.9788712788543954	0.9925437728257005	4015766	3930918	3960448.0	0.8571428571428571	0.8571428571428571	42	36	42.0
pool	94	1035990	0.8700225758500104	0.9924973451272743	6645154	5781434	5825138.0	0.4	0.85	85	34	40.0
pool	91	1139_AY	0.4843299594143074	0.9924701960914895	12000288	5812099	5856195.0	0.20618556701030927	0.7407407407407407	97	20	27.0
pool	264	1139_AS	0.9989055765059278	0.9920696552610349	6252607	6245764	6295691.0	0.9411764705882353	0.6486486486486487	51	48	74.0
pool	216	evo_1048963.035	0.3362972566071355	0.9919601332767789	15723304	5287704	5330561.0	0.35789473684210527	0.85	95	34	40.0
pool	125	1036002	0.5514431363260649	0.9917966352889414	7456087	4111608	4145616.0	0.38345864661654133	0.8225806451612904	133	51	62.0
pool	89	1030722	0.9904948603885496	0.9917198982884938	3183120	3152864	3179188.0	0.9166666666666666	0.8301886792452831	48	44	53.0
pool	71	1021_BF	0.9964529946072543	0.9916586184997602	6042562	6021129	6071776.0	0.8846153846153846	0.45098039215686275	26	23	51.0
pool	10	1220_H	0.18726385593321992	0.9916267891342064	35847820	6713001	6769685.0	0.24922118380062305	0.6666666666666666	321	80	120.0
pool	1	1286_CK	0.9378947467728876	0.991546609618423	5405839	5070108	5113333.0	0.5625	0.5094339622641509	48	27	53.0
pool	67	1048873	1.0	0.9914632101587388	8692386	8692386	8767230.0	1.0	0.8783783783783784	65	65	74.0
pool	174	1048930	1.0	0.9913928324952052	4369899	4369899	4407838.0	1.0	0.7619047619047619	16	16	21.0
pool	155	1030794	1.0	0.9911246351395216	9334056	9334056	9417641.0	1.0	0.6216216216216216	23	23	37.0
pool	201	1049053	0.9962991879294284	0.9905772178933446	4800568	4782802	4828298.0	0.8518518518518519	0.7666666666666667	27	23	30.0
pool	197	1139_CL	0.9997822904621573	0.9901868820836754	4942365	4941289	4990259.0	0.9473684210526315	0.375	19	18	48.0
pool	28	1035915	0.4101466448355811	0.9900827289166788	3076958	1262004	1274645.0	0.31313131313131315	0.7948717948717948	99	31	39.0
pool	49	1036632	1.0	0.9899505607052338	4153887	4153887	4196055.0	1.0	0.7	28	28	40.0
pool	112	1220_L	0.4446175833761637	0.9898765949520351	23904374	10628305	10737000.0	0.09235668789808917	0.6541353383458647	942	87	133.0
pool	52	1030803	1.0	0.989831066998031	2300893	2300893	2324531.0	1.0	0.8055555555555556	58	58	72.0
pool	58	1286_W	0.26680468345038344	0.9896893196554998	18084274	4824969	4875236.0	0.024154589371980676	0.40540540540540543	621	15	37.0
pool	251	1036548	0.9534043733807449	0.9896092863458148	6294947	6001630	6064646.0	0.7522123893805309	0.8252427184466019	113	85	103.0
pool	118	1048981	0.9815342779407872	0.9895722491173966	4328994	4249056	4293831.0	0.8	0.631578947368421	30	24	38.0
pool	273	1036008	1.0	0.9895081462519829	3471249	3471249	3508055.0	1.0	0.8653846153846154	45	45	52.0
pool	187	1049077	0.5396073695770399	0.9893861603239398	7706331	4158393	4203003.0	0.5	0.6296296296296297	34	17	27.0
pool	217	1048906	1.0	0.9891943828463227	4433132	4433132	4481558.0	1.0	0.8229166666666666	79	79	96.0
pool	156	1287_BG	0.19246170801914395	0.989019999473291	24586153	4731893	4784426.0	0.06763285024154589	0.5185185185185185	207	14	27.0
pool	211	1286_AD	0.3487247362193315	0.9888294618376181	12260091	4275397	4323695.0	0.19696969696969696	0.5416666666666666	66	13	24.0
pool	274	evo_1048963.008	0.9592391788764297	0.9885642225218388	5329137	5111917	5171052.0	0.6818181818181818	0.8571428571428571	44	30	35.0
pool	272	1030788	0.9948916464096311	0.9885195371447376	3016236	3000828	3035679.0	0.9583333333333334	0.8734177215189873	72	69	79.0
pool	108	1220_I	0.3413964972381723	0.9885144030879826	19489992	6653815	6731126.0	0.2850467289719626	0.6421052631578947	214	61	95.0
pool	240	1139_G	0.4311101511430427	0.988303684338629	14250474	6143524	6216231.0	0.2265625	0.3670886075949367	128	29	79.0
pool	90	1036653	0.9946316037770044	0.9882485524696619	5379819	5350938	5414567.0	0.96	0.8571428571428571	25	24	28.0
pool	106	1287_AL	0.14605658052212725	0.9881144238517324	32441058	4738230	4795224.0	0.16170212765957448	0.5066666666666667	235	38	75.0
pool	105	1036575	0.9593808308687862	0.988060093790081	5767794	5533511	5600379.0	0.8205128205128205	0.8421052631578947	39	32	38.0
pool	22	1365_B	0.9921697507442648	0.9879971052149726	3426200	3399372	3440670.0	0.7058823529411765	0.4	17	12	30.0
pool	35	1036677	0.9995897247578632	0.9879032220217425	3158855	3157559	3196223.0	0.9629629629629629	0.6666666666666666	27	26	39.0
pool	62	1049023	1.0	0.9875768329040696	5846284	5846284	5919827.0	1.0	0.8349514563106796	86	86	103.0
pool	255	1036656	1.0	0.9875523344761362	3367590	3367590	3410037.0	1.0	0.88	88	88	100.0
pool	110	1220_AI	0.40918861874941953	0.9874919206040882	19930569	8155362	8258662.0	0.38388625592417064	0.6532258064516129	211	81	124.0
pool	47	1049044	0.9997353895751017	0.9870094977816086	4784392	4783126	4846079.0	0.9852941176470589	0.7444444444444445	68	67	90.0
pool	192	1035984	0.9995950739709831	0.9865233415321795	2743711	2742600	2780066.0	0.9871794871794872	0.8953488372093024	78	77	86.0
pool	141	1049047	0.9989141160452023	0.9864890555841984	3137536	3134129	3177054.0	0.8666666666666667	0.4642857142857143	15	13	28.0
pool	77	1036689	0.6934488238258933	0.986240215964525	9190136	6372889	6461802.0	0.7006802721088435	0.8512396694214877	147	103	121.0
pool	278	1035987		0.9858300831866743	2266770	2000892	2029652.0		0.8205128205128205	41	32	39.0
pool	250	1285_AF	0.34265851736501785	0.9858039647609805	19370985	6637633	6733218.0	0.2878787878787879	0.6909090909090909	132	38	55.0
pool	143	1286_AG	0.9994623681648848	0.9857286844944022	4596082	4593611	4660117.0	0.9411764705882353	0.5	17	16	32.0
pool	265	1220_AZ	1.0	0.9853563980366907	6551412	6551412	6648774.0	1.0	0.40860215053763443	38	38	93.0
pool	19	1286_AY	1.0	0.9852101465108953	3471851	3471851	3523970.0	1.0	0.5454545454545454	12	12	22.0
pool	45	1048984	0.9923196982409273	0.9851520873764588	6029711	5983401	6073581.0	0.9508196721311475	0.6444444444444445	61	58	90.0
pool	254	1286_CH	0.3384732122074109	0.9851033826623883	18550502	6278848	6373796.0	0.265625	0.5666666666666667	192	51	90.0
pool	205	1021_G	0.2674271131429985	0.985062221149384	23026648	6157950	6251331.0	0.20253164556962025	0.5517241379310345	237	48	87.0
pool	257	1139_R	0.26399558773760234	0.9847002847370201	24551577	6481508	6582214.0	0.16666666666666666	0.40298507462686567	162	27	67.0
pool	232	1048876	0.5022449342779509	0.9846695883646928	17638601	8858898	8996823.0	0.3783783783783784	0.875	74	28	32.0
pool	78	1030764	1.0	0.9845222088374789	4642990	4642990	4715983.0	1.0	0.75	24	24	32.0
pool	184	1036746	0.947019229500719	0.9842847835553236	2501417	2368890	2406712.0	0.6666666666666666	0.8823529411764706	45	30	34.0
pool	189	1048894	0.5019862128909354	0.9840461242190995	10345316	5193206	5277401.0	0.6	0.7333333333333333	55	33	45.0
pool	42	1049026	0.998851420135871	0.9834966288570796	3277961	3274196	3329138.0	0.8695652173913043	0.6060606060606061	23	20	33.0
pool	147	1021_Y	0.34476903609975834	0.982893281238085	15776643	5439298	5533966.0	0.16	0.3137254901960784	100	16	51.0
pool	224	1220_BC	0.372642134111964	0.9820383256772306	25129928	9364470	9535748.0	0.14241486068111456	0.6571428571428571	323	46	70.0
pool	203	1048771	0.999339732383657	0.9818425837956011	3846925	3844385	3915480.0	0.8666666666666667	0.5	15	13	26.0
pool	107	1035897	1.0	0.9817488649677797	3217623	3217623	3277440.0	1.0	0.9266666666666666	139	139	150.0
pool	267	1285_A	0.9984856043965423	0.9815603408126558	6444155	6434396	6555273.0	0.9777777777777777	0.676923076923077	45	44	65.0
pool	83	1036764	0.9288156226616989	0.981491253226269	2579330	2395722	2440900.0	0.8409090909090909	0.7115384615384616	44	37	52.0
pool	131	1048891	0.991479151714724	0.9807637120590736	3695172	3663686	3735544.0	0.9019607843137255	0.7931034482758621	51	46	58.0
pool	283	1139_AX	0.9962812177113063	0.9806596788371654	6398331	6374537	6500254.0	0.8888888888888888	0.6153846153846154	36	32	52.0
pool	74	1220_BU	0.2854019421281373	0.9806037904537291	31205562	8906128	9082290.0	0.256140350877193	0.3862433862433862	285	73	189.0
pool	277	1365_G	0.5028638678549889	0.980085300899945	7163040	3602034	3675225.0	0.3673469387755102	0.72	49	18	25.0
pool	148	1287_BU	0.3672964293930915	0.9799338778655814	10544818	3873074	3952383.0	0.07692307692307693	0.5555555555555556	130	10	18.0
pool	59	1030857	0.5218007202290967	0.9793475370380383	10170375	5306909	5418821.0	0.22171945701357465	0.8596491228070176	221	49	57.0
pool	7	1036545	0.35892733779909575	0.9790722295596259	11555623	4147629	4236285.0	0.48507462686567165	0.8024691358024691	134	65	81.0
pool	98	1036719	1.0	0.9783955878681486	6474071	6474071	6617028.0	1.0	0.7972972972972973	59	59	74.0
pool	66	1035933	0.9969314254073748	0.9782424932193539	2459774	2452226	2506767.0	0.9583333333333334	0.6388888888888888	24	23	36.0
pool	97	1049038	1.0	0.9781476875811496	3209283	3209283	3280980.0	1.0	0.5	18	18	36.0
pool	191	1287_BL	0.35744695643112956	0.977737661503619	12053629	4308533	4406635.0	0.30952380952380953	0.5909090909090909	42	13	22.0
pool	30	1049074	0.9992015901131307	0.9777359110413014	5009958	5005958	5119949.0	0.9285714285714286	0.7027027027027027	28	26	37.0
pool	87	1139_Q	0.3339132444073173	0.9772528431298536	19344920	6459525	6609881.0	0.335	0.5877192982456141	200	67	114.0
pool	80	1036593	0.2717248242660634	0.9768031478067684	15446362	4197160	4296833.0	0.2549019607843137	0.896551724137931	102	26	29.0
pool	237	1286_BC	0.9938965988943215	0.9765077865499935	5295572	5263251	5389871.0	0.6875	0.6111111111111112	32	22	36.0
pool	85	1036692		0.9762586203077468	2121213	2115529	2166976.0		0.8333333333333334	83	80	96.0
pool	92	1030860	0.5484497976499972	0.9760012345509778	8568075	4699159	4814706.0	0.3953488372093023	0.723404255319149	86	34	47.0
pool	275	1220_AC	0.37923639880409654	0.9755094567938011	21397714	8114792	8318517.0	0.17786561264822134	0.6428571428571429	253	45	70.0
pool	120	1048933	0.10954458727464604	0.9753417972963411	41272628	4521193	4635496.0	0.08088235294117647	0.3235294117647059	136	11	34.0
pool	36	1049017	0.9995813105811804	0.9749963116462886	6842781	6839916	7015325.0	0.9545454545454546	0.5121951219512195	22	21	41.0
pool	151	1036572	0.5077585993988375	0.9732676982540707	5506664	2796056	2872854.0	0.6145833333333334	0.7375	96	59	80.0
pool	82	1036620	0.9621896865915246	0.9728203683738519	4059686	3906188	4015323.0	0.703125	0.703125	64	45	64.0
pool	182	1285_CH	0.10575692120049718	0.9722071754734144	39525224	4180066	4299563.0	0.06842105263157895	0.4642857142857143	190	13	28.0
pool	99	1220_V	0.9986259974510737	0.9713989102611136	6138271	6129837	6310319.0	0.9444444444444444	0.6455696202531646	54	51	79.0
pool	239	1285_G	0.5502467770044374	0.9703702551047402	8499779	4676976	4819785.0	0.5285714285714286	0.6065573770491803	70	37	61.0
pool	24	evo_1048987.032	0.33607121052525646	0.9701117006476869	8943060	3005505	3098102.0	0.26	0.34210526315789475	50	13	38.0
pool	162	1035972		0.9699833544402984	2290121	2290121	2360990.0		0.8918918918918919	99	99	111.0
pool	261	1036659	0.9760844096320314	0.9687414579439387	5507997	5376270	5549747.0	0.7763157894736842	0.8309859154929577	76	59	71.0
pool	159	1287_CC	0.5355886398751305	0.9678228028647682	11257834	6029568	6230033.0	0.5	0.4507042253521127	64	32	71.0
pool	109	1036698	0.5657755335362594	0.9669674964117669	5845479	3307229	3420207.0	0.35555555555555557	0.8135593220338984	135	48	59.0
pool	133	1048780	0.9979766706677351	0.9657138978599007	7969538	7953413	8235786.0	0.9322033898305084	0.5392156862745098	59	55	102.0
pool	146	1287_AA	0.9877527956400528	0.9657079250805369	6321361	6243942	6465663.0	0.9263157894736842	0.6518518518518519	95	88	135.0
pool	266	1049014	0.99491303237207	0.9650312087803993	5758637	5729343	5936951.0	0.9655172413793104	0.6086956521739131	29	28	46.0
pool	173	1030824		0.9645415362669929	2039362	2039362	2114333.0		0.8846153846153846	92	92	104.0
pool	13	1036662	0.9995167406046997	0.9642291064527981	3565373	3563650	3695854.0	0.972972972972973	0.6	37	36	60.0
pool	269	1035996	0.9992104491547563	0.9636636302514509	3441197	3438480	3568133.0	0.972972972972973	0.75	37	36	48.0
pool	193	1030785	0.8481347167831644	0.9635359591626624	3272881	2775844	2880893.0	0.24742268041237114	0.6153846153846154	97	24	39.0
pool	179	1036596	0.9960452439379172	0.9632818529136163	4867304	4848055	5032852.0	0.8666666666666667	0.6610169491525424	45	39	59.0
pool	227	1049062	1.0	0.9632631503681196	3206258	3206258	3328538.0	1.0	0.7959183673469388	39	39	49.0
pool	196	1036758	0.9978213978121425	0.9630401408987157	3889650	3881176	4030129.0	0.9824561403508771	0.6829268292682927	57	56	82.0
pool	233	1286_CQ	0.9991068730112989	0.9626414534872613	3983756	3980198	4134663.0	0.9512195121951219	0.75	41	39	52.0
pool	139	1285_BN	0.9917328255684974	0.9619066962145209	4355297	4319291	4490343.0	0.8571428571428571	0.6521739130434783	35	30	46.0
pool	168	1030809	0.9985634601501387	0.9618887051304132	3417239	3412330	3547531.0	0.984	0.6949152542372882	125	123	177.0
pool	44	evo_1048972.030	0.2540806028183292	0.9605231642246955	11569124	2939490	3060301.0	0.104	0.48148148148148145	125	13	27.0
pool	5	1286_AB	0.5540927582206695	0.9603110733979985	8310789	4604948	4795267.0	0.2987012987012987	0.5476190476190477	77	23	42.0
pool	219	evo_1220_W.025	0.3368245020808534	0.9581359601681267	13727781	4623853	4825884.0	0.265625	0.4857142857142857	64	17	35.0
pool	166	1035978	0.9854895455603778	0.9579603308917679	2482486	2446464	2553826.0	0.9741935483870968	0.8031914893617021	310	302	376.0
pool	214	1220_M	0.9995396973822643	0.9562162325223036	5042335	5040014	5270789.0	0.9733333333333334	0.8390804597701149	75	73	87.0
pool	158	1286_BR	0.9983754958583302	0.9546105886836239	5148648	5140284	5384692.0	0.8275862068965517	0.34285714285714286	29	24	70.0
pool	126	1286_Q	0.25556427360997475	0.9538805838964282	22336788	5708485	5984486.0	0.2587601078167116	0.4304932735426009	371	96	223.0
pool	199	1285_BK	1.0	0.9536803928033062	3300561	3300561	3460867.0	1.0	0.6666666666666666	6	6	9.0
pool	188	1220_Z	0.31396876490666425	0.9535167781201923	17789862	5585461	5857748.0	0.7862232779097387	0.6924686192468619	421	331	478.0
pool	244	1030929	0.9912334188230434	0.953510933050893	5640055	5590611	5863185.0	0.8863636363636364	0.8666666666666667	88	78	90.0
pool	135	evo_1220_Q.019	0.035911026305058574	0.9532506739598134	130378535	4682027	4911643.0	0.03187250996015936	0.4897959183673469	753	24	49.0
pool	194	1048576	0.9808596588307466	0.9528664494442692	2828215	2774082	2911302.0	0.8450704225352113	0.7894736842105263	71	60	76.0
pool	145	1030707	1.0	0.9523932137513578	3791245	3791245	3980756.0	1.0	0.8133333333333334	61	61	75.0
pool	12	1035948	0.9858082220731459	0.9505465631545666	3122935	3078615	3238784.0	0.8939393939393939	0.6276595744680851	66	59	94.0
pool	207	1030710	0.997510469576709	0.9501372158565382	4376729	4365833	4594950.0	0.9696969696969697	0.5818181818181818	33	32	55.0
pool	249	1049086	0.6068645471725517	0.9498282010565376	7119246	4320418	4548631.0	0.37254901960784315	0.38	102	38	100.0
pool	260	1036611	0.9844241543108526	0.9494057658260673	2553184	2513416	2647357.0	0.9690721649484536	0.752	97	94	125.0
pool	86	1285_BQ	1.0	0.9492856562625337	7093426	7093426	7472383.0	1.0	0.5833333333333334	42	42	72.0
pool	34	1287_B	0.9998163301556126	0.9488271544285893	6451794	6450609	6798508.0	0.984375	0.5887850467289719	64	63	107.0
pool	149	1286_BH	0.035669214731433745	0.9487519395107465	147255022	5252471	5536190.0	0.03347799132052077	0.5934065934065934	1613	54	91.0
pool	18	1285_CO	0.5086424232044996	0.9480897773962103	8875520	4514466	4761644.0	0.703125	0.6818181818181818	64	45	66.0
pool	73	1030773	0.9962620643453646	0.9477591744686668	2436104	2426998	2560775.0	0.990990990990991	0.8208955223880597	111	110	134.0
pool	17	1036578	0.9959085818957057	0.9458382398195436	2598610	2587978	2736174.0	0.9333333333333333	0.7567567567567568	30	28	37.0
pool	248	1048936	0.9980056266348704	0.9453972830659851	6378946	6366224	6733914.0	0.7619047619047619	0.47058823529411764	21	16	34.0
pool	33	1030875	0.9996280447844532	0.9452256615543438	3443963	3442682	3642180.0	0.975	0.639344262295082	40	39	61.0
pool	142	1286_CO	1.0	0.9450433090224817	4220605	4220605	4466044.0	1.0	0.7058823529411765	48	48	68.0
pool	279	1030890	0.9830002321573392	0.9411883892232894	3213338	3158712	3356089.0	0.8888888888888888	0.7272727272727273	63	56	77.0
pool	140	1030815	1.0	0.9408730928990239	3349432	3349432	3559919.0	1.0	0.5238095238095238	33	33	63.0
pool	40	1048957	0.9921789926568966	0.9402046362647934	3935938	3905155	4153516.0	0.9281437125748503	0.7635467980295566	167	155	203.0
pool	241	1030956	0.6165402154530635	0.9399981187945521	6402601	3947461	4199435.0	0.8446601941747572	0.725	103	87	120.0
pool	230	1285_CI	0.9990686519705674	0.9397367529965287	7125156	7118520	7575015.0	0.9459459459459459	0.330188679245283	37	35	106.0
pool	116	1287_BZ	0.983022408613951	0.9395724334330973	6553462	6442200	6856523.0	0.9090909090909091	0.47904191616766467	88	80	167.0
pool	225	1035936	1.0	0.9349695842955479	2355122	2355122	2518929.0	1.0	0.5142857142857142	18	18	35.0
pool	119	1139_BI	0.9653480880036278	0.9349499913930787	4652990	4491755	4804273.0	0.46153846153846156	0.42857142857142855	13	6	14.0
pool	60	1030770	0.7918075518202686	0.9300566007128092	2925255	2316239	2490428.0	0.6	0.5833333333333334	35	21	36.0
pool	253	evo_1036674.014	0.5224746352286749	0.9299745084296175	5421890	2832800	3046105.0	0.4745762711864407	0.7	59	28	40.0
pool	37	1049059	0.19176896018967013	0.9296105322987509	20886790	4005438	4308727.0	0.06467661691542288	0.6046511627906976	402	26	43.0
pool	32	1049002	0.9911194145443233	0.9287334161644218	4609606	4568670	4919248.0	0.9090909090909091	0.46511627906976744	44	40	86.0
pool	136	1035945	0.8102326463810734	0.9281927214337957	3246902	2630746	2834267.0	0.7327586206896551	0.7870370370370371	116	85	108.0
pool	175	1036779	0.500112359312254	0.927050065310556	9901271	4951748	5341403.0	0.5909090909090909	0.6190476190476191	88	52	84.0
pool	53	1220_CC	0.3462577531673342	0.9257799565005914	18288171	6332421	6840093.0	0.18095238095238095	0.3877551020408163	105	19	49.0
pool	129	1036551	0.99116119412429	0.9256227780864327	2907972	2882269	3113870.0	0.9333333333333333	0.6222222222222222	30	28	45.0
pool	271	1139_AK	0.9946964329187423	0.9236060002987013	4128165	4106271	4445912.0	0.8974358974358975	0.6481481481481481	39	35	54.0
pool	123	evo_1030827.025	0.26218719040784566	0.9190135681967921	15944364	4180408	4548799.0	0.2464065708418891	0.7164179104477612	974	240	335.0
