sample_id	Bin ID	Mapped genome	Purity (bp)	Completeness (bp)	Predicted size (bp)	True positives (bp)	True size (bp)	Purity (seq)	Completeness (seq)	Predicted size (seq)	True positives (seq)	True size (seq)
pool	138	1285_M	0.5383097517003762	0.9690095989788574	9361311	5039285	5200449.0	0.5932203389830508	0.546875	59	35	64.0
pool	491	1049038	1.0	0.9687995659833343	3178612	3178612	3280980.0	1.0	0.4166666666666667	15	15	36.0
pool	654	1048873	1.0	0.9682676284299602	8489025	8489025	8767230.0	1.0	0.5405405405405406	40	40	74.0
pool	293	1139_CL	1.0	0.967937936688256	4830261	4830261	4990259.0	1.0	0.3125	15	15	48.0
pool	135	1285_BL	1.0	0.9678871382283816	4348443	4348443	4492717.0	1.0	0.543859649122807	31	31	57.0
pool	32	1049026	1.0	0.9678451298804676	3222090	3222090	3329138.0	1.0	0.48484848484848486	16	16	33.0
pool	543	1139_BL	0.9809371618068647	0.9678334222324513	5075687	4978930	5144408.0	0.9523809523809523	0.47619047619047616	21	20	42.0
pool	47	1030824	1.0	0.9673419466091671	2045283	2045283	2114333.0	1.0	0.9038461538461539	94	94	104.0
pool	571	1030965	1.0	0.9671875390213555	4608667	4608667	4765019.0	1.0	0.65625	42	42	64.0
pool	459	1036653	1.0	0.9668568142198628	5235111	5235111	5414567.0	1.0	0.7857142857142857	22	22	28.0
pool	456	1285_BJ	1.0	0.9664955327461744	3801398	3801398	3933177.0	1.0	0.5681818181818182	25	25	44.0
pool	714	1021_G	1.0	0.9663650828919473	6041068	6041068	6251331.0	1.0	0.4482758620689655	39	39	87.0
pool	108	1285_BQ	1.0	0.9660255637324799	7218513	7218513	7472383.0	1.0	0.5416666666666666	39	39	72.0
pool	460	1036758	1.0	0.965955680326858	3892926	3892926	4030129.0	1.0	0.6097560975609756	50	50	82.0
pool	539	1286_BJ	0.3422475052541238	0.9652945368486741	16551285	5664636	5868298.0	0.27835051546391754	0.46551724137931033	97	27	58.0
pool	57	1030788	0.9952226778416098	0.9649992637561481	2943490	2929428	3035679.0	0.9705882352941176	0.8354430379746836	68	66	79.0
pool	85	1287_CK	1.0	0.9648673369992403	3509511	3509511	3637299.0	1.0	0.6808510638297872	32	32	47.0
pool	239	evo_1048975.035	0.33619969823387574	0.9642844442520374	12985553	4365739	4527439.0	0.3333333333333333	0.5384615384615384	105	35	65.0
pool	343	1036617	1.0	0.9642488668294351	2785094	2785094	2888356.0	1.0	0.7083333333333334	17	17	24.0
pool	639	1030803	0.996306924350008	0.9633853022394625	2247720	2239419	2324531.0	0.9782608695652174	0.625	46	45	72.0
pool	224	1049014	1.0	0.9632309581130112	5718655	5718655	5936951.0	1.0	0.5652173913043478	26	26	46.0
pool	158	evo_1220_W.025	0.2479602337545202	0.9630880062595786	18743937	4647751	4825884.0	0.25	0.45714285714285713	64	16	35.0
pool	615	1035915	1.0	0.9628986894390202	1227354	1227354	1274645.0	1.0	0.5128205128205128	20	20	39.0
pool	250	evo_1048975.026	1.0	0.9628020683732053	4322704	4322704	4489712.0	1.0	0.6025641025641025	47	47	78.0
pool	72	1036692	1.0	0.9627107083788653	2086171	2086171	2166976.0	1.0	0.7083333333333334	68	68	96.0
pool	607	evo_1036569.031	1.0	0.9626280657950532	3246261	3246261	3372290.0	1.0	0.35714285714285715	10	10	28.0
pool	365	1286_AM	1.0	0.9626074707188284	7417008	7417008	7705122.0	1.0	0.48514851485148514	49	49	101.0
pool	106	1030707	0.9759237259398401	0.9622812852634022	3925109	3830607	3980756.0	0.9	0.84	70	63	75.0
pool	288	1285_BW	1.0	0.9620759643950385	5458642	5458642	5673816.0	1.0	0.4666666666666667	28	28	60.0
pool	507	1287_CL	0.26847075520550046	0.962060881916353	19479347	5229635	5435867.0	0.29365079365079366	0.5211267605633803	126	37	71.0
pool	25	1048576	1.0	0.9620303905263006	2800761	2800761	2911302.0	1.0	0.6973684210526315	53	53	76.0
pool	178	1049074	1.0	0.9618142680718109	4924440	4924440	5119949.0	1.0	0.5675675675675675	21	21	37.0
pool	236	1036605	0.9888199454730141	0.9614654386591467	4598457	4547046	4729287.0	0.9428571428571428	0.6875	35	33	48.0
pool	104	1036698	1.0	0.9608748827190868	3286391	3286391	3420207.0	1.0	0.6610169491525424	39	39	59.0
pool	97	1030809	0.9921161546612791	0.9603966815230085	3434111	3407037	3547531.0	0.9767441860465116	0.711864406779661	129	126	177.0
pool	388	1048765	1.0	0.9596984959983815	3491410	3491410	3638028.0	1.0	0.7307692307692307	38	38	52.0
pool	638	1049047	1.0	0.9595090294341865	3048412	3048412	3177054.0	1.0	0.2857142857142857	8	8	28.0
pool	89	1035945	1.0	0.9593887943514143	2719164	2719164	2834267.0	1.0	0.8333333333333334	90	90	108.0
pool	244	1030929	1.0	0.9588187989974732	5621732	5621732	5863185.0	1.0	0.8111111111111111	73	73	90.0
pool	389	1139_CG	0.5004530382500613	0.958397434309812	13995507	7004094	7308131.0	0.46846846846846846	0.45614035087719296	111	52	114.0
pool	153	1030935	0.9678663478872113	0.9582167007661866	6324958	6121714	6388653.0	0.9454545454545454	0.5473684210526316	55	52	95.0
pool	358	1036638	1.0	0.9578950071787246	1566530	1566530	1635388.0	1.0	0.6363636363636364	7	7	11.0
pool	305	1286_BC	1.0	0.9574735647662068	5160659	5160659	5389871.0	1.0	0.5	18	18	36.0
pool	45	1139_R	0.5044244221695033	0.9566269039566322	12482986	6296723	6582214.0	0.39215686274509803	0.29850746268656714	51	20	67.0
pool	397	1053016	0.20699666448509196	0.9565574656776396	35216152	7289626	7620688.0	0.1956521739130435	0.627906976744186	138	27	43.0
pool	105	1049044	1.0	0.9563936122378525	4634759	4634759	4846079.0	1.0	0.5777777777777777	52	52	90.0
pool	311	1220_BO	1.0	0.9560004354420896	7921259	7921259	8285832.0	1.0	0.5849056603773585	62	62	106.0
pool	169	1021_W	0.32063902647691167	0.9559950577742469	14741674	4726756	4944331.0	0.3	0.46153846153846156	40	12	26.0
pool	403	1049062	1.0	0.9551448714120133	3179236	3179236	3328538.0	1.0	0.7142857142857143	35	35	49.0
pool	348	1287_CC	1.0	0.9547684578877833	5948239	5948239	6230033.0	1.0	0.352112676056338	25	25	71.0
pool	631	1139_BG	1.0	0.9547401949491949	5503871	5503871	5764784.0	1.0	0.3448275862068966	20	20	58.0
pool	189	1030917	1.0	0.954437815746078	2840678	2840678	2976284.0	1.0	0.6607142857142857	37	37	56.0
pool	223	1010920	1.0	0.9543046699686067	4323254	4323254	4530266.0	1.0	0.6513761467889908	71	71	109.0
pool	418	1286_CM	1.0	0.9541822521416611	3629986	3629986	3804290.0	1.0	0.7142857142857143	10	10	14.0
pool	167	1021_AI	0.19714782978045095	0.9536433598688032	24918078	4912545	5151344.0	0.22556390977443608	0.5882352941176471	133	30	51.0
pool	574	1053043	0.9946042991177073	0.9535802194870872	4643697	4618641	4843474.0	0.9777777777777777	0.6984126984126984	45	44	63.0
pool	392	1220_R	1.0	0.9530445092698805	5535029	5535029	5807734.0	1.0	0.32142857142857145	27	27	84.0
pool	351	1287_CG	1.0	0.9529351966117364	6291808	6291808	6602556.0	1.0	0.35555555555555557	32	32	90.0
pool	567	1036662	1.0	0.9526940187572345	3521018	3521018	3695854.0	1.0	0.45	27	27	60.0
pool	702	1285_O	1.0	0.9526589372694506	5415666	5415666	5684790.0	1.0	0.42857142857142855	42	42	98.0
pool	316	1220_BM	0.5002753451272511	0.9518175789946676	15700296	7854471	8252076.0	0.5042735042735043	0.48360655737704916	117	59	122.0
pool	349	1285_AG	1.0	0.9509533917646844	5051996	5051996	5312559.0	1.0	0.3230769230769231	21	21	65.0
pool	432	1036578	0.9418326549007329	0.9508927429322843	2762495	2601808	2736174.0	0.75	0.8108108108108109	40	30	37.0
pool	410	1286_CQ	1.0	0.9501640157855671	3928608	3928608	4134663.0	1.0	0.5961538461538461	31	31	52.0
pool	415	1287_CD	0.1303264411541029	0.9494325497350783	28737645	3745275	3944751.0	0.1702127659574468	0.64	94	16	25.0
pool	6	1049065	0.7785250069289049	0.949416841013897	4596686	3578635	3769298.0	0.9230769230769231	0.375	13	12	32.0
pool	46	1036770	1.0	0.9493011849266052	2194023	2194023	2311198.0	1.0	0.6704545454545454	59	59	88.0
pool	422	1285_CH	0.22619258701873324	0.9491527394760816	18041891	4080942	4299563.0	0.2391304347826087	0.39285714285714285	46	11	28.0
pool	182	1036620	1.0	0.9485309151966106	3808658	3808658	4015323.0	1.0	0.578125	37	37	64.0
pool	593	1139_G	0.8522001674827436	0.9477154243463604	6912951	5891218	6216231.0	0.9615384615384616	0.31645569620253167	26	25	79.0
pool	738	1139_AN	0.14939771494687942	0.9472085920717304	30346428	4533687	4786366.0	0.08823529411764706	0.2608695652173913	136	12	46.0
pool	87	1139_BE	0.9541253310610656	0.9464517460512322	6334934	6044321	6386296.0	0.953611663353214	0.7494791666666667	1509	1439	1920.0
pool	647	1035984	1.0	0.9463415616751545	2630892	2630892	2780066.0	1.0	0.7674418604651163	66	66	86.0
pool	205	1286_M	0.15373100271748377	0.9463390724772972	23950465	3681929	3890708.0	0.09615384615384616	0.4166666666666667	52	5	12.0
pool	378	1021_AN	0.1075182824004901	0.9459083227413959	68039889	7315532	7733870.0	0.10730593607305935	0.34814814814814815	438	47	135.0
pool	70	1285_BN	0.9630550596695948	0.9457413386906078	4409616	4246703	4490343.0	0.9333333333333333	0.6086956521739131	30	28	46.0
pool	535	1030890	1.0	0.9453831528305715	3172790	3172790	3356089.0	1.0	0.6233766233766234	48	48	77.0
pool	520	1286_BO	0.09140221110835338	0.9451500676066183	52011291	4753947	5029833.0	0.0755287009063444	0.38461538461538464	331	25	65.0
pool	522	1287_I	0.13287791374460778	0.9447612012600558	33361323	4432983	4692173.0	0.13574660633484162	0.5263157894736842	221	30	57.0
pool	328	1139_AQ	0.4227968084858634	0.9443474026077274	9833201	4157446	4402454.0	0.375	0.5	24	9	18.0
pool	180	1285_CI	0.9896325541426596	0.9438068439468437	7224248	7149351	7575015.0	0.972972972972973	0.33962264150943394	37	36	106.0
pool	585	1036794	1.0	0.9436821419153631	3306666	3306666	3504004.0	1.0	0.6388888888888888	69	69	108.0
pool	183	1048780	1.0	0.9435950618435205	7771247	7771247	8235786.0	1.0	0.46078431372549017	47	47	102.0
pool	251	1036734	1.0	0.9420975413846986	2190959	2190959	2325618.0	1.0	0.5263157894736842	20	20	38.0
pool	202	1036722	1.0	0.9420300755600199	1903758	1903758	2020910.0	1.0	0.625	20	20	32.0
pool	210	evo_1220_Q.019	0.1788219641619262	0.9420041318149548	25873712	4626788	4911643.0	0.18032786885245902	0.4489795918367347	122	22	49.0
pool	5	1030815	0.9938211326112432	0.9402691465732788	3368093	3347282	3559919.0	0.9696969696969697	0.5079365079365079	33	32	63.0
pool	617	1035924	0.9921096732429473	0.9402050270617375	826455	819934	872080.0	0.9487179487179487	0.74	39	37	50.0
