sample_id	Taxon ID	Scientific name	Taxonomic rank	Purity (bp)	Completeness (bp)	Predicted size (bp)	True positives (bp)	True size (bp)	Purity (seq)	Completeness (seq)	Predicted size (seq)	True positives (seq)	True size (seq)
pool	28211	Alphaproteobacteria	class	1.0	0.017073641524326357	14237044	14237044	833861012.0	1.0	0.015258108725445408	167	167	10945.0
pool	1760	Actinobacteria	class	0.9992259365603596	0.016733017852283275	10726511	10718208	640542435.0	0.9911504424778761	0.014112903225806451	113	112	7936.0
pool	91061	Bacilli	class	1.0	0.013176856302705155	1537685	1537685	116695892.0	1.0	0.010431484115694643	22	22	2109.0
pool	768503	Cytophagia	class	1.0	0.012841806820392468	999885	999885	77861707.0	1.0	0.01	8	8	800.0
pool	1236	Gammaproteobacteria	class	0.9817057256250035	0.011327926800747266	3272062	3212202	283564862.0	0.99	0.014820359281437125	100	99	6680.0
pool	186801	Clostridia	class	0.9295739307485013	0.009273543529757788	1287279	1196621	129036004.0	0.8333333333333334	0.010912265386294195	30	25	2291.0
pool	28221	Deltaproteobacteria	class	1.0	0.007361136071405817	1090321	1090321	148118577.0	1.0	0.00816326530612245	18	18	2205.0
pool	203490	Fusobacteriia	class		0.0051228189961808925	34123	34123	6660981.0		0.006741573033707865	3	3	445.0
pool	147550	Sordariomycetes	class			739	0				1	0	
pool	203692	Spirochaetia	class	1.0	0.08415013562300624	422913	422913	5025696.0	1.0	0.014084507042253521	1	1	71.0
pool	84998	Coriobacteriia	class	1.0	0.05032085537366365	144969	144969	2880893.0	1.0	0.02564102564102564	1	1	39.0
pool	909932	Negativicutes	class	1.0	0.03849841429512998	336329	336329	8736178.0	1.0	0.019230769230769232	3	3	156.0
pool	117747	Sphingobacteriia	class	1.0	0.018415632326162293	574486	574486	31195562.0	1.0	0.011869436201780416	4	4	337.0
pool	188708	Thermotogae	class		0.006074566120010442	37000	37000	6090970.0		0.007936507936507936	1	1	126.0
pool	1737404	Tissierellia	class		0.0038503224821839874	57724	57724	14991991.0		0.005361930294906166	2	2	373.0
pool	31969	Mollicutes	class		0.002434791359119308	7549	7549	3100471.0		0.008771929824561403	1	1	114.0
pool	204430	Fibrobacteria	class		0.0	0	0	3277440.0		0.0	0	0	150.0
pool	29547	Epsilonproteobacteria	class		0.0	0	0	1820943.0		0.0	0	0	62.0
pool	1853228	Chitinophagia	class		0.0	0	0	29273820.0		0.0	0	0	159.0
pool	189778	Nitrospirales	order	1.0	0.04431468458374343	93696	93696	2114333.0	1.0	0.009615384615384616	1	1	104.0
pool	48461	Verrucomicrobiales	order	1.0	0.026016277482288658	427433	427433	16429445.0	1.0	0.031496062992125984	4	4	127.0
pool	200644	Flavobacteriales	order	1.0	0.02099367756737743	2959730	2959730	140981969.0	1.0	0.015789473684210527	30	30	1900.0
pool	2235	Halobacteriales	order	1.0	0.0201902088272109	468113	468113	23185149.0	1.0	0.012867647058823529	7	7	544.0
pool	213462	Syntrophobacterales	order	1.0	0.019735287720170514	307306	307306	15571397.0	1.0	0.007905138339920948	2	2	253.0
pool	80840	Burkholderiales	order	1.0	0.01781924762935617	4238121	4238121	237839503.0	1.0	0.012833168805528134	39	39	3039.0
pool	204457	Sphingomonadales	order	1.0	0.017402512585013328	3047846	3047846	175138273.0	1.0	0.011180992313067784	16	16	1431.0
pool	72274	Pseudomonadales	order	1.0	0.016286449812320625	1846741	1846741	113391256.0	1.0	0.01700352903432788	53	53	3117.0
pool	356	Rhizobiales	order	0.9984790915047105	0.015602868088693343	8069519	8057246	516395188.0	0.991304347826087	0.014898065865133299	115	114	7652.0
pool	171549	Bacteroidales	order	1.0	0.015547807606281041	183506	183506	11802693.0	1.0	0.013029315960912053	4	4	307.0
pool	85006	Micrococcales	order	0.9457453127366382	0.014939382007363349	4483373	4240129	283822249.0	0.9642857142857143	0.00910010111223458	28	27	2967.0
pool	768507	Cytophagales	order	1.0	0.012841806820392468	999885	999885	77861707.0	1.0	0.01	8	8	800.0
pool	204441	Rhodospirillales	order	1.0	0.012693771387769502	279712	279712	22035374.0	1.0	0.007263922518159807	3	3	413.0
pool	91347	Enterobacterales	order	0.8685643520876881	0.009468972318769808	455432	395572	41775600.0	0.9333333333333333	0.008484848484848486	15	14	1650.0
pool	186802	Clostridiales	order	0.9254539997615396	0.009298563732918807	1216135	1125477	121037725.0	0.8148148148148148	0.01044138585666825	27	22	2107.0
pool	204455	Rhodobacterales	order	1.0	0.007826618730350943	516024	516024	65931920.0	1.0	0.01368421052631579	13	13	950.0
pool	85007	Corynebacteriales	order	1.0	0.0062752064285718015	492629	492629	78504031.0	1.0	0.01160541586073501	6	6	517.0
pool	135614	Xanthomonadales	order	1.0	0.005510388409232675	498043	498043	90382558.0	1.0	0.01342882721575649	15	15	1117.0
pool	2037	Actinomycetales	order	0.0		458762	0		0.0		28	0	
pool	203491	Fusobacteriales	order		0.0051228189961808925	34123	34123	6660981.0		0.006741573033707865	3	3	445.0
pool	135623	Vibrionales	order		0.004196946396990025	62856	62856	14976603.0		0.017114914425427872	7	7	409.0
pool	1644055	Haloferacales	order			7681	0				1	0	
pool	5125	Hypocreales	order			739	0				1	0	
pool	186826	Lactobacillales	order	1.0	0.027365560497863897	311204	311204	11372104.0	1.0	0.014534883720930232	5	5	344.0
pool	85011	Streptomycetales	order	1.0	0.013713623543990848	913967	913967	66646645.0	1.0	0.01195079086115993	34	34	2845.0
pool	1385	Bacillales	order	1.0	0.011644862222387975	1226481	1226481	105323788.0	1.0	0.009631728045325779	17	17	1765.0
pool	213118	Desulfobacterales	order	1.0	0.001278585852962891	92057	92057	71999076.0	1.0	0.005194805194805195	6	6	1155.0
pool	84999	Coriobacteriales	order	0.0		144969	0		0.0		1	0	
pool	136	Spirochaetales	order	1.0	0.08415013562300624	422913	422913	5025696.0	1.0	0.014084507042253521	1	1	71.0
pool	1843489	Veillonellales	order	1.0	0.04073538231348036	118593	118593	2911302.0	1.0	0.02631578947368421	2	2	76.0
pool	909929	Selenomonadales	order	1.0	0.037380366552009006	217736	217736	5824876.0	1.0	0.0125	1	1	80.0
pool	85010	Pseudonocardiales	order	1.0	0.02873022031525245	2476071	2476071	86183502.0	1.0	0.011976047904191617	6	6	501.0
pool	1970189	Marinilabiliales	order	1.0	0.02809328784858565	127786	127786	4548631.0	1.0	0.01	1	1	100.0
pool	204458	Caulobacterales	order	1.0	0.024822822305641416	1349375	1349375	54360257.0	1.0	0.01603206412825651	8	8	499.0
pool	85009	Propionibacteriales	order	1.0	0.01872654558903721	1825909	1825909	97503781.0	1.0	0.008092485549132947	7	7	865.0
pool	200666	Sphingobacteriales	order	1.0	0.018415632326162293	574486	574486	31195562.0	1.0	0.011869436201780416	4	4	337.0
pool	206389	Rhodocyclales	order		0.009419117801303388	86211	86211	9152768.0		0.006993006993006993	2	2	286.0
pool	53433	Halanaerobiales	order		0.0091648032929294	26006	26006	2837595.0		0.018518518518518517	1	1	54.0
pool	68295	Thermoanaerobacterales	order		0.008412450752652168	43414	43414	5160684.0		0.007692307692307693	1	1	130.0
pool	135624	Aeromonadales	order		0.008286848232003626	53035	53035	6399900.0		0.018518518518518517	3	3	162.0
pool	1643682	Geodermatophilales	order		0.0076438452920152425	69781	69781	9129044.0		0.021505376344086023	2	2	93.0
pool	213115	Desulfovibrionales	order	1.0	0.0062626365008979805	332042	332042	53019523.0	1.0	0.008486562942008486	6	6	707.0
pool	135619	Oceanospirillales	order		0.004124681259894781	51531	51531	12493329.0		0.006134969325153374	1	1	163.0
pool	2085	Mycoplasmatales	order		0.002434791359119308	7549	7549	3100471.0		0.008771929824561403	1	1	114.0
pool	1737405	Tissierellales	order		0.00026878341312052637	1918	1918	7135857.0		0.006711409395973154	1	1	149.0
pool	2419	Thermotogales	order		0.0	37000	0	3779772.0		0.0	1	0	38.0
pool	85012	Streptosporangiales	order		0.0	0	0	9355715.0		0.0	0	0	93.0
pool	1643947	Petrotogales	order		0.0	0	0	2311198.0		0.0	0	0	88.0
pool	1643822	Eggerthellales	order		0.0	0	0	2880893.0		0.0	0	0	39.0
pool	213849	Campylobacterales	order		0.0	0	0	1820943.0		0.0	0	0	62.0
pool	218872	Fibrobacterales	order		0.0	0	0	3277440.0		0.0	0	0	150.0
pool	72273	Thiotrichales	order		0.0	0	0	4145616.0		0.0	0	0	62.0
pool	622452	Kineosporiales	order		0.0	0	0	3851283.0		0.0	0	0	34.0
pool	206351	Neisseriales	order		0.0	0	0	6687401.0		0.0	0	0	119.0
pool	85014	Glycomycetales	order		0.0	0	0	5546185.0		0.0	0	0	21.0
pool	69541	Desulfuromonadales	order		0.0	0	0	7528581.0		0.0	0	0	90.0
pool	1853229	Chitinophagales	order		0.0	0	0	29273820.0		0.0	0	0	159.0
pool	189779	Nitrospiraceae	family	1.0	0.04431468458374343	93696	93696	2114333.0	1.0	0.009615384615384616	1	1	104.0
pool	203557	Verrucomicrobiaceae	family	1.0	0.035297969821492275	427433	427433	12109280.0	1.0	0.0380952380952381	4	4	105.0
pool	543	Enterobacteriaceae	family	0.6211609250962092	0.026449323332793054	430312	267293	10105854.0	0.07142857142857142	0.014705882352941176	14	1	68.0
pool	49546	Flavobacteriaceae	family	1.0	0.020924902815054314	2950034	2950034	140981969.0	1.0	0.014736842105263158	28	28	1900.0
pool	80864	Comamonadaceae	family	1.0	0.013008821822863274	2213439	2213439	170149075.0	1.0	0.008559201141226819	18	18	2103.0
pool	119045	Methylobacteriaceae	family	1.0	0.010630407757489814	1729068	1729068	162653027.0	1.0	0.01190146692499308	43	43	3613.0
pool	85025	Nocardiaceae	family	0.993628064933246	0.009374515883502589	492629	489490	52214963.0	0.8333333333333334	0.01483679525222552	6	5	337.0
pool	563798	Cyclobacteriaceae	family	1.0	0.008081894238856534	197685	197685	24460231.0	1.0	0.005952380952380952	2	2	336.0
pool	32033	Xanthomonadaceae	family	1.0	0.005816302317303543	482726	482726	82995342.0	1.0	0.013397129186602871	14	14	1045.0
pool	188709	Thermotogaceae	family			37000	0				1	0	
pool	84107	Coriobacteriaceae	family	0.0		144969	0		0.0		1	0	
pool	33958	Lactobacillaceae	family	1.0	0.030826049485300152	199477	199477	6471053.0	1.0	0.009852216748768473	2	2	203.0
pool	76892	Caulobacteraceae	family	1.0	0.024822822305641416	1349375	1349375	54360257.0	1.0	0.01603206412825651	8	8	499.0
pool	75682	Oxalobacteraceae	family	1.0	0.020989362043492412	898097	898097	42788199.0	1.0	0.010954616588419406	7	7	639.0
pool	1853232	Hymenobacteraceae	family	1.0	0.020574557197537847	188268	188268	9150525.0	1.0	0.012195121951219513	1	1	82.0
pool	85023	Microbacteriaceae	family	1.0	0.020339321673726696	3964278	3964278	194907090.0	1.0	0.008291873963515755	15	15	1809.0
pool	2236	Halobacteriaceae	family	1.0	0.0201902088272109	468113	468113	23185149.0	1.0	0.012867647058823529	7	7	544.0
pool	82115	Rhizobiaceae	family	1.0	0.01810827719564672	4224920	4224920	233314299.0	1.0	0.014666666666666666	44	44	3000.0
pool	41297	Sphingomonadaceae	family	0.9962968518484644	0.01616453379264862	2733350	2723228	168469319.0	0.9333333333333333	0.010174418604651164	15	14	1376.0
pool	41294	Bradyrhizobiaceae	family	1.0	0.015506234251033686	463273	463273	29876564.0	1.0	0.01195219123505976	3	3	251.0
pool	186822	Paenibacillaceae	family	1.0	0.01478776249612739	913493	913493	61773578.0	1.0	0.011002444987775062	9	9	818.0
pool	135621	Pseudomonadaceae	family	1.0	0.01405361268724696	1536704	1536704	109345834.0	1.0	0.016812156482379565	52	52	3093.0
pool	2062	Streptomycetaceae	family	1.0	0.013713623543990848	913967	913967	66646645.0	1.0	0.01195079086115993	34	34	2845.0
pool	433	Acetobacteraceae	family	1.0	0.012693771387769502	279712	279712	22035374.0	1.0	0.007263922518159807	3	3	413.0
pool	31979	Clostridiaceae	family	1.0	0.010189134804698389	513182	513182	50365611.0	1.0	0.012239902080783354	10	10	817.0
pool	186814	Thermoanaerobacteraceae	family		0.008412450752652168	43414	43414	5160684.0		0.007692307692307693	1	1	130.0
pool	85030	Geodermatophilaceae	family		0.0076438452920152425	69781	69781	9129044.0		0.021505376344086023	2	2	93.0
pool	31989	Rhodobacteraceae	family	1.0	0.0070759352981075024	466530	466530	65931920.0	1.0	0.011578947368421053	11	11	950.0
pool	186817	Bacillaceae	family	1.0	0.0066382242242731555	272413	272413	41037029.0	1.0	0.0043859649122807015	4	4	912.0
pool	1268	Micrococcaceae	family	1.0	0.006353216213938604	275851	275851	43419111.0	1.0	0.013729977116704805	12	12	874.0
pool	203492	Fusobacteriaceae	family		0.0051228189961808925	34123	34123	6660981.0		0.006741573033707865	3	3	445.0
pool	69277	Phyllobacteriaceae	family	1.0	0.004576634444909656	167351	167351	36566390.0	1.0	0.0055248618784530384	2	2	362.0
pool	641	Vibrionaceae	family		0.004196946396990025	62856	62856	14976603.0		0.017114914425427872	7	7	409.0
pool	1644056	Haloferacaceae	family			7681	0				1	0	
pool	468	Moraxellaceae	family	1.0	0.07663897610681902	310037	310037	4045422.0	1.0	0.041666666666666664	1	1	24.0
pool	171552	Prevotellaceae	family	1.0	0.030118687079124337	105536	105536	3504004.0	1.0	0.018518518518518517	2	2	108.0
pool	2070	Pseudonocardiaceae	family	1.0	0.02873022031525245	2476071	2476071	86183502.0	1.0	0.011976047904191617	6	6	501.0
pool	85015	Nocardioidaceae	family	1.0	0.01872654558903721	1825909	1825909	97503781.0	1.0	0.008092485549132947	7	7	865.0
pool	45401	Hyphomicrobiaceae	family	1.0	0.01736079656139023	635864	635864	36626430.0	1.0	0.008130081300813009	2	2	246.0
pool	89373	Cytophagaceae	family	1.0	0.015537509969846553	613932	613932	39512895.0	1.0	0.014164305949008499	5	5	353.0
pool	84642	Aeromonadaceae	family		0.013662267128964348	51036	51036	3735544.0		0.034482758620689655	2	2	58.0
pool	84566	Sphingobacteriaceae	family	1.0	0.01078015520284584	336293	336293	31195562.0	1.0	0.008902077151335312	3	3	337.0
pool	90964	Staphylococcaceae	family		0.009460122450392551	23775	23775	2513181.0		0.02857142857142857	1	1	35.0
pool	53434	Halobacteroidaceae	family		0.0091648032929294	26006	26006	2837595.0		0.018518518518518517	1	1	54.0
pool	186807	Peptococcaceae	family	1.0	0.00419643089426161	103073	103073	24562063.0	1.0	0.011933174224343675	5	5	419.0
pool	2092	Mycoplasmataceae	family		0.002434791359119308	7549	7549	3100471.0		0.008771929824561403	1	1	114.0
pool	1775411	Rhodanobacteraceae	family		0.002073446884455524	15317	15317	7387216.0		0.013888888888888888	1	1	72.0
pool	213119	Desulfobacteraceae	family		0.001428178419865941	79916	79916	55956594.0		0.0048543689320388345	4	4	824.0
pool	83763	Succinivibrionaceae	family		0.0007502751133857487	1999	1999	2664356.0		0.009615384615384616	1	1	104.0
pool	85016	Cellulomonadaceae	family	0.0		243244	0		0.0		1	0	
pool	119060	Burkholderiaceae	family	1.0	0.09663517348218167	656975	656975	6798508.0	1.0	0.018691588785046728	2	2	107.0
pool	137	Spirochaetaceae	family	1.0	0.08415013562300624	422913	422913	5025696.0	1.0	0.014084507042253521	1	1	71.0
pool	31977	Veillonellaceae	family	1.0	0.04073538231348036	118593	118593	2911302.0	1.0	0.02631578947368421	2	2	76.0
pool	1843491	Selenomonadaceae	family	1.0	0.037380366552009006	217736	217736	5824876.0	1.0	0.0125	1	1	80.0
pool	558415	Marinilabiliaceae	family	1.0	0.02809328784858565	127786	127786	4548631.0	1.0	0.01	1	1	100.0
pool	28256	Halomonadaceae	family		0.013037828450504526	51531	51531	3952422.0		0.019230769230769232	1	1	52.0
pool	2008794	Zoogloeaceae	family		0.010506483055767974	51481	51481	4899927.0		0.007692307692307693	1	1	130.0
pool	194924	Desulfovibrionaceae	family	1.0	0.004081395361952326	206259	206259	50536393.0	1.0	0.00727802037845706	5	5	687.0
pool	186804	Peptostreptococcaceae	family		0.0024724151791160384	15261	15261	6172507.0		0.010526315789473684	1	1	95.0
pool	1903409	Erwiniaceae	family		0.0011038917236904525	25120	25120	22755855.0		0.0006793478260869565	1	1	1472.0
pool	255475	Aurantimonadaceae	family		0.0010670168548203907	14294	14294	13396227.0		0.006493506493506494	1	1	154.0
pool	1570339	Peptoniphilaceae	family		0.0009490773958266325	1918	1918	2020910.0		0.03125	1	1	32.0
pool	171551	Porphyromonadaceae	family		0.00024165030990912036	1061	1061	4390642.0		0.006666666666666667	1	1	150.0
pool	506	Alcaligenaceae	family		1.9443516611861176e-05	352	352	18103721.0		0.005263157894736842	1	1	190.0
pool	75787	Rhodocyclaceae	family		0.0	34730	0	4252841.0		0.0	1	0	156.0
pool	85034	Glycomycetaceae	family		0.0	0	0	5546185.0		0.0	0	0	21.0
pool	213116	Desulfomicrobiaceae	family		0.0	0	0	2483130.0		0.0	0	0	20.0
pool	186806	Eubacteriaceae	family		0.0	0	0	5159885.0		0.0	0	0	146.0
pool	72294	Campylobacteraceae	family		0.0	0	0	1820943.0		0.0	0	0	62.0
pool	200667	Flammeovirgaceae	family		0.0	0	0	4738056.0		0.0	0	0	29.0
pool	186803	Lachnospiraceae	family		0.0	0	0	22287488.0		0.0	0	0	376.0
pool	83778	Kineosporiaceae	family		0.0	0	0	3851283.0		0.0	0	0	34.0
pool	1643826	Eggerthellaceae	family		0.0	0	0	2880893.0		0.0	0	0	39.0
pool	145360	Sanguibacteraceae	family		0.0	0	0	4392776.0		0.0	0	0	9.0
pool	135617	Thiotrichaceae	family		0.0	0	0	4145616.0		0.0	0	0	62.0
pool	119043	Rhodobiaceae	family		0.0	0	0	3962251.0		0.0	0	0	26.0
pool	186828	Carnobacteriaceae	family		0.0	0	0	2120985.0		0.0	0	0	55.0
pool	1903410	Pectobacteriaceae	family		0.0	0	0	8913891.0		0.0	0	0	110.0
pool	1648490	Rubritaleaceae	family		0.0	0	0	4320165.0		0.0	0	0	22.0
pool	481	Neisseriaceae	family		0.0	0	0	2324531.0		0.0	0	0	72.0
pool	135620	Oceanospirillaceae	family		0.0	0	0	8540907.0		0.0	0	0	111.0
pool	213121	Desulfobulbaceae	family		0.0	0	0	16042482.0		0.0	0	0	331.0
pool	85021	Intrasporangiaceae	family		0.0	0	0	30879476.0		0.0	0	0	186.0
pool	541000	Ruminococcaceae	family		0.0	0	0	10323195.0		0.0	0	0	158.0
pool	335929	Erythrobacteraceae	family		0.0	0	0	6668954.0		0.0	0	0	55.0
pool	213421	Desulfuromonadaceae	family		0.0	0	0	3960448.0		0.0	0	0	42.0
pool	213465	Syntrophobacteraceae	family		0.0	0	0	15571397.0		0.0	0	0	253.0
pool	1499392	Chromobacteriaceae	family		0.0	0	0	4362870.0		0.0	0	0	47.0
pool	1643950	Fervidobacteriaceae	family		0.0	0	0	3779772.0		0.0	0	0	38.0
pool	2005525	Tannerellaceae	family		0.0	0	0	3908047.0		0.0	0	0	49.0
pool	85017	Promicromonosporaceae	family		0.0	0	0	10223796.0		0.0	0	0	89.0
pool	563835	Chitinophagaceae	family		0.0	0	0	29273820.0		0.0	0	0	159.0
pool	2012	Thermomonosporaceae	family		0.0	0	0	9355715.0		0.0	0	0	93.0
pool	182102	Williamsiaceae	family		0.0	0	0	13974782.0		0.0	0	0	60.0
pool	204431	Fibrobacteraceae	family		0.0	0	0	3277440.0		0.0	0	0	150.0
pool	81852	Enterococcaceae	family		0.0	0	0	2780066.0		0.0	0	0	86.0
pool	1762	Mycobacteriaceae	family		0.0	0	0	12314286.0		0.0	0	0	120.0
pool	68298	Syntrophomonadaceae	family		0.0	0	0	2166976.0		0.0	0	0	96.0
pool	1737406	Tissierellaceae	family		0.0	0	0	5114947.0		0.0	0	0	117.0
pool	213422	Geobacteraceae	family		0.0	0	0	3568133.0		0.0	0	0	48.0
pool	374	Bradyrhizobium	genus	1.0	0.06012532961840189	463273	463273	7705122.0	1.0	0.0297029702970297	3	3	101.0
pool	28261	Thermodesulfovibrio	genus	1.0	0.04431468458374343	93696	93696	2114333.0	1.0	0.009615384615384616	1	1	104.0
pool	2735	Verrucomicrobium	genus	0.0		427433	0		0.0		4	0	
pool	89966	Hymenobacter	genus	1.0	0.020574557197537847	188268	188268	9150525.0	1.0	0.012195121951219513	1	1	82.0
pool	12916	Acidovorax	genus	0.5949365866575459	0.015541853431386043	725084	431379	27755956.0	0.6666666666666666	0.02027027027027027	9	6	296.0
pool	379	Rhizobium	genus	0.9504960316557474	0.014441721660633514	2197642	2088850	144639957.0	0.8571428571428571	0.007194244604316547	14	12	1668.0
pool	33882	Microbacterium	genus	1.0	0.013743509354131479	884301	884301	64343173.0	1.0	0.0107095046854083	8	8	747.0
pool	407	Methylobacterium	genus	1.0	0.010630407757489814	1729068	1729068	162653027.0	1.0	0.01190146692499308	43	43	3613.0
pool	246875	Algoriphagus	genus	1.0	0.009894801321389063	197685	197685	19978673.0	1.0	0.008333333333333333	2	2	240.0
pool	1817	Nocardia	genus	1.0	0.007896594675012419	295640	295640	37438923.0	1.0	0.015748031496062992	4	4	254.0
pool	143222	Salegentibacter	genus	1.0	0.005018941189830271	130736	130736	26048522.0	1.0	0.0030441400304414	2	2	657.0
pool	323620	Shinella	genus			2027	0				3	0	
pool	68	Lysobacter	genus	1.0	0.00467583847947161	225303	225303	48184513.0	1.0	0.0069084628670120895	4	4	579.0
pool	2251	Haloferax	genus			7681	0				1	0	
pool	83618	Pseudoxanthomonas	genus	1.0	0.012799507564157766	133205	133205	10407041.0	1.0	0.028169014084507043	4	4	142.0
pool	286	Pseudomonas	genus	0.9943299899095872	0.010997425962945026	897882	892791	81181815.0	0.967741935483871	0.01597444089456869	31	30	1878.0
pool	13687	Sphingomonas	genus	1.0	0.010836632313174603	1541150	1541150	142216692.0	1.0	0.006514657980456026	8	8	1228.0
pool	68287	Mesorhizobium	genus	1.0	0.00829461503526417	167351	167351	20175861.0	1.0	0.009433962264150943	2	2	212.0
pool	352	Azotobacter	genus		0.002457384779955705	61164	61164	24889875.0		0.0025210084033613447	3	3	1190.0
pool	222	Achromobacter	genus			352	0				1	0	
pool	357	Agrobacterium	genus	0.0		264011	0		0.0		3	0	
pool	28105	Sinorhizobium	genus			4416	0				1	0	
pool	2040	Aeromicrobium	genus	1.0	0.09744515766417094	1122073	1122073	11514918.0	1.0	0.047619047619047616	1	1	21.0
pool	469	Acinetobacter	genus	1.0	0.07663897610681902	310037	310037	4045422.0	1.0	0.041666666666666664	1	1	24.0
pool	1707	Cellulomonas	genus	0.0		243244	0		0.0		1	0	
pool	162289	Peptoniphilus	genus			1918	0				1	0	
pool	157	Treponema	genus	1.0	0.08415013562300624	422913	422913	5025696.0	1.0	0.014084507042253521	1	1	71.0
pool	32008	Burkholderia	genus	1.0	0.07568440016544807	514541	514541	6798508.0	1.0	0.009345794392523364	1	1	107.0
pool	165697	Sphingopyxis	genus	1.0	0.050494936953296335	720930	720930	14277273.0	1.0	0.024390243902439025	2	2	82.0
pool	2034	Curtobacterium	genus	1.0	0.039055353986570805	142056	142056	3637299.0	1.0	0.02127659574468085	1	1	47.0
pool	178469	Arenibacter	genus	1.0	0.03011680624495392	315204	315204	10466050.0	1.0	0.013333333333333334	1	1	75.0
pool	190972	Sedimentibacter	genus		0.01458597152904923	55806	55806	3826005.0		0.007042253521126761	1	1	142.0
pool	107	Spirosoma	genus	0.0		483084	0		0.0		1	0	
pool	1522432	Pseudoduganella	genus			578	0				1	0	
pool	2745	Halomonas	genus		0.013037828450504526	51531	51531	3952422.0		0.019230769230769232	1	1	52.0
pool	59732	Chryseobacterium	genus	1.0	0.012077603942597307	194325	194325	16089698.0	1.0	0.004739336492890996	1	1	211.0
pool	55080	Brevibacillus	genus		0.010539677060187021	68146	68146	6465663.0		0.007407407407407408	1	1	135.0
pool	125216	Roseomonas	genus	1.0	0.010136096796911086	183207	183207	18074709.0	1.0	0.0033003300330033004	1	1	303.0
pool	1481960	Peptoclostridium	genus		0.004774698135893522	15261	15261	3196223.0		0.02564102564102564	1	1	39.0
pool	1839	Nocardioides	genus	1.0	0.003699732570391099	304003	304003	82168912.0	1.0	0.0012195121951219512	1	1	820.0
pool	1562	Desulfotomaculum	genus		0.00042922994184635643	3060	3060	7129046.0		0.007692307692307693	1	1	130.0
pool	33057	Thauera	genus			51481	0				1	0	
pool	338	Xanthomonas	genus		2.253480978068526e-05	234	234	10383935.0		0.010101010101010102	1	1	99.0
pool	1606872	Flavimarina	genus	0.0		143464	0		0.0		1	0	
pool	82373	Anaerovibrio	genus	1.0	0.037380366552009006	217736	217736	5824876.0	1.0	0.0125	1	1	80.0
pool	165301	Lentzea	genus	1.0	0.032110373205383465	566234	566234	17633990.0	1.0	0.0136986301369863	1	1	73.0
pool	1578	Lactobacillus	genus	1.0	0.030826049485300152	199477	199477	6471053.0	1.0	0.009852216748768473	2	2	203.0
pool	838	Prevotella	genus	1.0	0.030118687079124337	105536	105536	3504004.0	1.0	0.018518518518518517	2	2	108.0
